name,benefits
하나투어 삼성카드,"[{'benefit_name': '레저', 'benefit_detail': '최대 1만 4천원 결제대금 차감하나투어 12/24개월 라이트할부'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 5%/10% 결제일할인인터넷,유선통신 5%/10%결제일할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 5%/10% 결제일할인'}, {'benefit_name': '관리비', 'benefit_detail': '아파트 관리비 5%/10% 결제일할인'}, {'benefit_name': '주유', 'benefit_detail': '주유소 5%/10% 결제일할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인쇼핑몰 5%/10% 결제일할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페 5%/10% 결제일할인'}, {'benefit_name': '외식', 'benefit_detail': '배달앱 5%/10% 결제일할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 5%/10% 결제일할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '공항 라운지 무료이용 서비스국제브랜드 서비스(해외겸용카드 전용)'}, {'benefit_name': '언제나할인', 'benefit_detail': '해외 1.5% 결제일할인'}]"
국민행복 삼성카드 V2,"[{'benefit_name': '국민행복카드', 'benefit_detail': '바우처지원 및 쇼핑,의료,주유7%할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '백화점·할인점·온라인쇼핑몰 등쇼핑 7% 할인해외 1.5% 할인신세계백화점 제휴 서비스'}, {'benefit_name': '의료', 'benefit_detail': '산후조리원 7% 할인'}, {'benefit_name': '교육', 'benefit_detail': '학원·학습지·온라인서점어린이집·유치원 7% 할인'}, {'benefit_name': '주유', 'benefit_detail': '주유 7% 할인'}, {'benefit_name': '관리비', 'benefit_detail': '아파트 관리비·도시가스요금·전기요금자동납부 연결 시 7% 할인'}, {'benefit_name': '통신', 'benefit_detail': '통신 자동납부 연결시 7% 할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 자동납부 연결시 7% 할인'}, {'benefit_name': '금융', 'benefit_detail': '보험 자동납부 연결시 7% 할인'}, {'benefit_name': '문화', 'benefit_detail': '스트리밍 3,000원 할인'}]"
GOAT BC 바로카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '실적,한도없이 매일 페이북 머니 적립페이북 머니 10% 추가 적립'}]"
DA카드의정석Ⅱ,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인 신규 연회비 100% 캐시백'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내가맹점 0.8%~1.3% 청구할인해외결제도 0.8%~1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '면세점, 해외이용금액 1.3%청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '레저', 'benefit_detail': '항공사 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국내 공항 라운지 무료이용 서비스'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '제과점 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '대형마트', 'benefit_detail': '수퍼마켓 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '의료', 'benefit_detail': '병원,한의원,약국 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '뷰티', 'benefit_detail': '미용실, 화장품 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}, {'benefit_name': '외식', 'benefit_detail': '음식점 1.3% 청구할인전월실적, 횟수 제한없이 DA할인'}]"
카드의정석 I&U+,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인 신규 연회비 100% 캐시백'}, {'benefit_name': '언제나할인', 'benefit_detail': 'Simple 할인국내가맹점 1.0%~0.7% 청구할인Two-in-One 결제서비스할인 제공 시 유의사항실적 산정 방법 안내'}, {'benefit_name': '주유', 'benefit_detail': 'Daily 할인주유소 리터당 60~100원 청구할인할인 제공 시 유의사항실적 산정 방법 안내'}, {'benefit_name': '대중교통', 'benefit_detail': 'Daily 할인대중교통 10% 청구할인할인 제공 시 유의사항실적 산정 방법 안내'}, {'benefit_name': '카페/베이커리', 'benefit_detail': 'Daily 할인스타벅스, 폴바셋 10% 청구할인할인 제공 시 유의사항실적 산정 방법 안내'}]"
신세계 신한카드,"[{'benefit_name': '쇼핑', 'benefit_detail': '신세계백화점 5% 결제일 할인이마트 5% 결제일 할인'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '해외 이용금액 5% 캐시백'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피숍 5% 결제일 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '이마트 5% 결제일 할인'}, {'benefit_name': '주유', 'benefit_detail': 'GS칼텍스,S-Oil 5% 결제일할인'}, {'benefit_name': '문화', 'benefit_detail': '온라인서점 5% 결제일 할인'}, {'benefit_name': '영화', 'benefit_detail': '신세계 입점영화관 주말 3천원 할인'}, {'benefit_name': '레저', 'benefit_detail': '롯데월드, 서울랜드 자유이용권 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통(버스,지하철) 3% 할인고속철도(SRT) 3% 할인'}]"
BC 바로 기후동행카드,"[{'benefit_name': '대중교통', 'benefit_detail': '버스/지하철 15% 결제일 할인매월 최대 15,000원'}, {'benefit_name': '문화', 'benefit_detail': '매월 자동 결제되는OTT/스트리밍 10% 결제일 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '쿠팡/네이버 멤버십 10% 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 5% 결제일 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 5% 결제일 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페 5% 결제일 할인'}]"
신한카드 Air One,"[{'benefit_name': '항공마일리지', 'benefit_detail': '대한항공 마일리지 적립 서비스'}]"
KB국민행복카드,"[{'benefit_name': '국민행복카드', 'benefit_detail': '임신·출산·보육료 등 국가바우처 지원'}, {'benefit_name': '금융', 'benefit_detail': '임신중독증, 태반조기박리 등KB손해보험 단체보험 무료가입'}, {'benefit_name': '쇼핑', 'benefit_detail': '홈쇼핑 · 온라인쇼핑몰 5%할인'}, {'benefit_name': '대형마트', 'benefit_detail': ' 이마트, 롯데마트등 대형마트5%할인'}, {'benefit_name': '교육', 'benefit_detail': '문화센터·학습지 5%청구할인'}, {'benefit_name': '육아', 'benefit_detail': '키즈카페 5%청구할인'}, {'benefit_name': '관리비', 'benefit_detail': '아파트 관리비 자동납부시 5%청구할인'}, {'benefit_name': '통신', 'benefit_detail': 'SKT, KT, LGU+ 5%할인'}]"
신한카드 처음,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '통신', 'benefit_detail': '통신 10% 마이신한포인트 적립'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페 5% 마이신한포인트 적립'}, {'benefit_name': '외식', 'benefit_detail': '외식 영역 5% 마이신한포인트 적립'}, {'benefit_name': '편의점', 'benefit_detail': '4대 편의점 5% 마이신한포인트 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인 쇼핑 5% 마이신한포인트 적립'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '오늘도 5% 적립일상 속 5% 적립 서비스정기결제 최대 20% 적립 서비스소비관리 보너스 적립 서비스'}]"
신한카드 Point Plan+,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '관리비', 'benefit_detail': '도시가스/전기요금 자동납부 포인트적립'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '일상 생활비 적립 서비스해외 결제금액 1% 포인트 적립5,12월 적립한도 1만P 추가 제공'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 자동납부 포인트 적립'}, {'benefit_name': '외식', 'benefit_detail': '주말 외식비 결제 시 포인트 적립'}, {'benefit_name': '문화', 'benefit_detail': 'OTT 자동납부 시 포인트 적립'}]"
삼성카드 BIZ LEADERS,"[{'benefit_name': '언제나할인', 'benefit_detail': '국내외 가맹점 0.5% 결제일할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인쇼핑몰 3% 결제일할인'}, {'benefit_name': '주유', 'benefit_detail': '주유 3% 결제일할인'}, {'benefit_name': '대형마트', 'benefit_detail': '할인점 3% 결제일할인'}, {'benefit_name': '금융', 'benefit_detail': '4대 사회보험·손해보험 10% 할인4대 사회보험 납부대행수수료 할인세무지원 서비스'}, {'benefit_name': '관리비', 'benefit_detail': '전기요금 10% 결제일할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신·인터넷 10% 결제일할인'}]"
LOCA X 기후동행카드,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규회원 1만원 캐시백'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내 가맹점 0.5% 결제일 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '기후동행요금 최대 1.5만원 할인!'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 업종 0.5% 결제일 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페/베이커리 0.5% 결제일 할인'}, {'benefit_name': '레저', 'benefit_detail': '레저 업종 0.5% 결제일 할인'}, {'benefit_name': '문화', 'benefit_detail': '문화 업종 0.5% 결제일 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 업종 0.5% 결제일 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 업종 0.5% 결제일 할인'}, {'benefit_name': '주유', 'benefit_detail': '주유소 업종 0.5% 결제일 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 업종 0.5% 결제일 할인'}, {'benefit_name': '영화', 'benefit_detail': '영화관 0.5% 결제일 할인'}, {'benefit_name': '교육', 'benefit_detail': '교육 업종 0.5% 결제일 할인'}, {'benefit_name': '육아', 'benefit_detail': '육아 업종 0.5% 결제일 할인'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 0.5% 결제일 할인'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티 업종 0.5% 결제일 할인'}, {'benefit_name': '외식', 'benefit_detail': '외식 업종 0.5% 결제일 할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 서비스 0.5% 결제일 할인'}, {'benefit_name': '오토', 'benefit_detail': '오토 서비스 0.5% 결제일 할인'}, {'benefit_name': '금융', 'benefit_detail': '금융 업종 0.5% 결제일 할인'}]"
신한카드 Edu Plan+,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '교육', 'benefit_detail': '학원비 3~10% 캐시백최대 1만원 추가 캐시백'}, {'benefit_name': '대형마트', 'benefit_detail': '3대 오프라인 할인점 1% 캐시백'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 1% 캐시백'}, {'benefit_name': '관리비', 'benefit_detail': '도시가스, 전기요금 1% 캐시백'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 정기결제 1% 캐시백'}, {'benefit_name': '영화', 'benefit_detail': '메가박스 온라인 예매 7천원 할인'}]"
삼성 BIZ iD BENEFIT 카드,"[{'benefit_name': '언제나할인', 'benefit_detail': '국내 가맹점 0.5% 결제일 할인'}, {'benefit_name': '금융', 'benefit_detail': '4대 사회보험 1.5% 결제일할인부가세환급 편의지원서비스전자세금계산서 월 250건 무료'}, {'benefit_name': '관리비', 'benefit_detail': '도시가스요금·전기요금 1.5% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인쇼핑몰·해외 1.5% 결제일할인'}, {'benefit_name': '대형마트', 'benefit_detail': '할인점 1.5% 결제일할인'}, {'benefit_name': '주유', 'benefit_detail': '주유·전기차충전요금 3% 결제일할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신·인터넷/유선통신3%결제일할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈·보안·방역 3% 결제일할인'}]"
아메리칸 엑스프레스 블루,"[{'benefit_name': '편의점', 'benefit_detail': '편의점 7% 멤버십리워즈 적립'}, {'benefit_name': '외식', 'benefit_detail': '배달앱 7% 멤버십리워즈 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '교통 5% 멤버십리워즈 적립'}, {'benefit_name': '통신', 'benefit_detail': '통신 5% 멤버십리워즈 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 1.5% 멤버십리워즈 적립해외 모든가맹점 5%멤버십리워즈 적립'}, {'benefit_name': '간편결제', 'benefit_detail': '삼성 페이 등 온라인 간편결제1.5% 멤버십리워즈 적립'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스·이디야커피 20% 결제일할인'}, {'benefit_name': '문화', 'benefit_detail': '스트리밍 20% 결제일할인'}]"
우리 국민행복카드 S2,"[{'benefit_name': '국민행복카드', 'benefit_detail': '임신·출산·보육료 등 국가바우처건강보험 임신/출산 진료비 국가지원청소년산모 임신·출산 의료비 국가지원보육료·유아학비 국가지원아이돌봄 지원사업 국가바우처사회서비스사업 8종 국가지원기저귀·조제분유 바우처 국가지원여성청소년 위생용품 바우처 국가지원에너지 바우처 국가지원'}, {'benefit_name': '의료', 'benefit_detail': '병·의원,산후조리원,약국 7%청구할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인 쇼핑 이용금액 5% 청구할인백화점 이용금액 5% 청구할인해외가맹점 이용금액 1~2% 청구할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형할인점 이용금액 5% 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 5% 청구할인'}, {'benefit_name': '관리비', 'benefit_detail': '도시가스요금, 전기요금 5% 청구할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 이용금액 5% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': '영상 스트리밍 20% 청구할인음원 스트리밍 20% 청구할인전자도서 20% 청구할인멤버십 20% 청구할인'}, {'benefit_name': '교육', 'benefit_detail': '어린이집, 유치원 7% 청구할인학습지 7% 청구할인학원, 서점 7% 청구할인'}, {'benefit_name': '레저', 'benefit_detail': '프리미엄 투어서비스'}]"
IBKhi카드,"[{'benefit_name': '주유', 'benefit_detail': '휘발유, 등유, 경유, LPG 포함!GS주유소 리터당 40원 할인!'}, {'benefit_name': '외식', 'benefit_detail': '패밀리 레스토랑 아웃백, 빕스 등10% 결제일 할인 제공!'}, {'benefit_name': '레저', 'benefit_detail': '레저전국 주요 놀이공원 최대 50% 할인'}, {'benefit_name': '통신', 'benefit_detail': 'SKT, KT, LG U+ 통신3사휴대폰 이용 금액 3% 할인!'}, {'benefit_name': '대중교통', 'benefit_detail': '지하철, 버스 등 최대 300원 할인철도, 고속버스, 택시 5% 할인'}, {'benefit_name': '영화', 'benefit_detail': '메가박스, CGV 인터넷 통해 예매시영화비 2,000원 할인!'}, {'benefit_name': '금융', 'benefit_detail': '당행 ATM인출 수수료 월10회 면제환전 수수료대출금리 최고 0.2%p 우대1천만원 대중교통 상해보험 무료가입'}]"
