name,description,parsed_desc,annual_fee,tag_info,rewards,apply_link,image_url,detail_url
BC 바로 에어 플러스 아시아나,1천원당 아시아나 1.3마일 적립!,['할인 및 적립'],"국내 1만9천원, 해외 1만9천원",정보 없음,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKdKi0ImjcrOePB_11wZ1uzqVM79ZunNFx2Omt1eGqCjZ3tjLeOJvFy1cMwyVkgpHJM0J5sInwA26O9zeXQaERkMzkuCkpi0rXSOux3NFsCkzVXA_fyVRI6ZR0k4g4b0DqD4P29vk5r-6OwQVJ5LPcu4pzUVkeJqt6kkO_pxK632Fb2-h6AUs1jkw4zcmJ5Iz5dmIe5lfUVMXb3527nS2J-7?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10295/BC_10295_20231010-091537_ver.png,https://card-search.naver.com/item?cardAdId=10295
디지로카 Wellness,"피부과, 성형외과 등 최대 7%캐시백",['기타'],"국내 3만원, 해외 3만원",신규 회원 최대 100% 지급,정보 없음,https://tivan.naver.com/cac/H5p6fmyn5S2-EdJWtKmIy1ZJw2wtu8XoEBJhA9n9YcCv_Z7q_hehNZ1DgXJubP9QB7kpiw4yTaqGjFZZK0ED4Pw0cuqgP8AxQP6sV7XbdN1gRUzkWwPD4NdZS-G339EEz0DFccIJ4dZAuxcbJ1r1HE25CxxNK9fTNBAW0I0OU2JgztiT5VlNeFuW17ytMtsDYwkJU7D4xzjFAA_fkqby2njvbHVyhVz-n6l0aVnVyeF0uTjFQ_P_SXRetmCNlBj4oACBtl6sOdVSGyK10LDmjpNNx4WoYYZ5XXacDuliOhLOzTlusvCt4DbM24dkMZ6_H8wbFrKAgG9JIVPcaP7NyrEQ6AydPR6tzGsIUrgM64My2K2LxYDm60MPR7TdJlWlSi7eJkCO8EP3KEPokVLcZA==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/LO/10391/LO_10391_20240702-104217_ver.png,https://card-search.naver.com/item?cardAdId=10391
현대카드 Boutique - Satin,연간 보너스 5만원 크레딧 제공,['기타'],"국내 8만원, 해외 8만원",신규 회원 최대 8만원 지급,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKdd4z75sVDQAanFhB7x-9ENfD4FSO95NbA2M7X1F_y9Qp5awz-784BMrIIA24BVC_nnQylZXTeshKpLGLP1DFZWr3oCqPqLIe2vdFy8Zi6wdkxcwcaL7FUUnAWTxZEvh_NIGVx8duR8IKHNUyZSXNQebjTh_bu_jOMgu-QHNchg1-yCfz_cWQ01oSHDxy3cjRRgoohlByIvDe9a-00KguydkR1L5-lPD4zX3LxTbExdjg==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10460/HD_10460_20250306-113257_ver.png,https://card-search.naver.com/item?cardAdId=10460
KT 마이알뜰폰 BC 바로카드,KT 알뜰폰통신비 최대1만3천원 할인,"['통신', '할인 및 적립']","국내 2만원, 해외 2만원",정보 없음,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKcU_j5hfRIrOa8oorEw6SEJgNdm_ZFt4A-GfsLeFM_pcsRDaPu7Gwi5pdfoHa4iqiXUTLwSvPuPX2R1-GsVQttm436ODo6pqCJcQOz_z_qQvsijcXlcim5kkqRmsuv3jFMgCDRNRjhta4-p11olIzQYxyma9eMZPZeEDTAEusBTmdv-bxz_3Ix06KOvIpATqhJFGBY9Ma_4IxhgeoJIaXL5woqbb521IuvFKW3jxKoWsOc9hD4k5loc3PfItZIJObAgZUWXFtgLQb7jU_AQfac9?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10357/BC_10357_20240520-092416_ver.png,https://card-search.naver.com/item?cardAdId=10357
BC 바로 MACAO 카드,모든 주유소에서 최대 10% 할인,"['주유', '할인 및 적립']","국내 1만2천원, 해외 1만2천원",정보 없음,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKcuCeYVMTUNyWm1l_neYbD3WpYI8dUYrvyOmTXgI8hL3XtjLeOJvFy1cMwyVkgpHJM0J5sInwA26O9zeXQaERkMzkuCkpi0rXSOux3NFsCkzTE5cBVAeyZmL8MoLjqiPnneFKQjuzYW5LznOUo9X-B_3zGWNGqdDr8EXLlslLp65DkBH6lDRC-yAQEVn7cvQqQXIds7Jt3wSpwBsHINcUAN?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10398/BC_10398_20240708-135527_ver.png,https://card-search.naver.com/item?cardAdId=10398
KT DC PLUS BC 바로카드,"kt 통신요금 최대13,000원 할인","['통신', '할인 및 적립']","국내 1만2천원, 해외 1만2천원",정보 없음,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKdqKol0e3fh9ctHXDCGCVrmNkoYJZn2yNvVJZFstLTD-ZB3YUcWVoRArgycn23eBqG8eRBOGcmcsIBmCU97UwgvX5P-RIDqhTLJy5__D4qdbhwbeGmSMMPCJqIbuQL-7m7VedwIQJVQq2WTBNLm7YY-EORgSJ66XXUQX8SyBiXLGb4ru_dRI-b6XwHiLjGzr-QqOojd2-5XxArqlkY8j5uh?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10321/BC_10321_20240215-152351_ver.png,https://card-search.naver.com/item?cardAdId=10321
현대카드 대한항공카드 120,연간 보너스 6천 마일리지,['항공'],"국내 12만원, 해외 12만원",정보 없음,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKcdcfNv9pNjBHzEfX1gZQ_Sq3K9XqWvannjM4gAh_qjxVv9JMRFE94Kw-z6fL9JQDCw6MV2AwIrtQ3G7I2Qqv2bozs6koi-NvsqU2CWedF2f35Iz35P2AKxvFExjuRsnPpRUcpb_sRkXxZNs2HJ8IV_UUeDiu-2ys80ST1MUesnLpmMkQ-YP4_8_2Xz6CYs1hHaI0yCmOjFeK7m7Ebky5lLJRiBPIE1B91TyumMlmHORdYgOpIcFB93mlMX2-7fo50WmNT4LK-pJN6morFxYcq86luGxLTaOx5c5RnA4fhaQg==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10399/HD_10399_20240724-095830_ver.png,https://card-search.naver.com/item?cardAdId=10399
IBK 포인트 3.8 신용카드,전 가맹점 1.5% 적립,['할인 및 적립'],"국내 3만7천원, 해외 3만8천원",정보 없음,정보 없음,https://tivan.naver.com/cac/cMs372k3fqomhI8jrDRJJLhJzvtlOFqnPOtFN158RKfA2XqJMKgvHFB6R-aq87jsdNixHk_PkMfrxBawQ-MQ8198WX0wSdjJMCORxOpsNTxXAVbdTX-ZfOYt-SUQdjP4iOvpyakU0wlJT3vLFXp7qO2XL9OXNZtP6kUpEz2cyPJHaINIzbY2bYKYmeD5UNts9in65LlIeLi1MZYjhPVPuuHUtuLZv89cu9iuTLeqCVFrNG6GLf44PSZOkm6hvOx-kudVmJ4BZt-E1P_upF6WZL7yrV54-46GLTubzUZd3so=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/IB/10450/IB_10450_20241226-171341_ver.png,https://card-search.naver.com/item?cardAdId=10450
삼성 iD NOMAD 카드,"여행, 여가, 면세점 기프트서비스에",['기타'],"국내 4만7천원, 해외 4만9천원",정보 없음,정보 없음,https://tivan.naver.com/cac/jc3QyIeuDBIruIp_yqyn0X8e99VLoThSRnRW4yy-lvjv344x6dmFd4FDtYmJO8cbQxMo5oQdQWKL91-185hL8HjPiMjGdnUZVH5hrDeFheTr7OucBLfW9EIQcOBEKnHArGudYun6suUEJbpyhXgkzPI3lUPdNNwpGjG-1Promw6DVq9aciYkpRR9QwleEnO0JR1wpUHhafWivx2Mgau7QBwzfj5xWc52BX5uaKULqwc1KZb9V3xBYLhPFMIueLTb3dfAqtclPckk_7z-mK8GwoMsUxvTNU4UoQ08Rr5gCHMzR7H5aUGhfqYasm2or-NwuOUghjtxBrDRWOSdNkFQYafEDtphuBT9AZSiYkfgE1wH8yM3alJgOYrTmrkt2EpOTomRhHyp-5U_E-tinwCIS1xVuK9l9dsaqOM112B7Pnc=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10237/SS_10237_20230302-201230_ver.png,https://card-search.naver.com/item?cardAdId=10237
신한카드 처음(ANNIVERSE),"음식점, 카페, 편의점 5% 적립","['음식', '할인 및 적립']","국내 1만5천원, 해외 1만8천원",신규 회원 최대 100% 지급,정보 없음,https://tivan.naver.com/cac/TGIy-S6idWUhoppiYubqgRMhhG24iYhr0jckN8R5upS-G14GcwvJJG-Qh3xA2mawlJS5HoRJTyBsToWHEICPB39E5GbY-ytgpCWPeiQoqWQ7e-tvMYZCyBCaMFfQosTt7b-q4cCNaBG9txbz2xTHd-QXskODiQ4cTnHKgxJGs9VtX5HTiXVr9FOPpeER1Lhef3RJtrpHgAUhEGFMiG6g3Y6v5bXBFUOz2iPFlRF_xQXcmddmJcVkHBXkPKpsjyBLpkv2hPy0pgWpzuiTiS4dSa0fpOY4GuXU-K8wUp9EQqXjwU2tuFhusQaZKGD9h0ywJxkDzip3BnCiXasSeYPcxFuTeQJUvBxxzNwg4HgitanwfGe_2c5yE5nTOsklDrHjegrz2VanyUyF4_Oecqfzrg==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SH/10416/SH_10416_20241101-165555_ver.png,https://card-search.naver.com/item?cardAdId=10416
네이버페이 taptap,네이버페이 간편결제 10% 적립,['할인 및 적립'],"국내 1만5천원, 해외 1만5천원",정보 없음,정보 없음,https://tivan.naver.com/cac/AWe8h9AKldZ1rXoLWs91O2iWzzfz1Jj2yvpn8cYz_od5gIfePj9MhMG_BRwqiv6ydVF7m7fp6EpLhONVo7Zn6iyJRVCoKy5kxsuyCY6VUaIrrmn16ypYHpnM_T5GVJ5u39yQlt_wLTapZy7Ok4g9kBmJ0MIO9RLd9x62Q5bmiUceDFxdT4C8GvcpgSMZZqSb1_dyzzs-BuMiGtWhLV3sLqNU27EzQFVqjwIRtU6Ap5AgxTGadRGPtbRSLMMDgkLNTWSt7LXz6UBEzvx4rlmX8BlYmmGc3ciSjl2tM1_42iezj9bn0BwPGrxISFeD3ajtoEmA4KRaKslrhkj_QTqgiaCEdWmAenC7gVJ8G_KzZuGInekCP0MpAGw5uGXbAS-Urdw_iWUbarcf7rfbp-UGJBPZN-mdLROfZLAePMdhh1I=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SS/2776/SS_2776_20230103-175020_hor.png,https://card-search.naver.com/item?cardAdId=2776
기후동행 삼성카드,"배달앱,쿠팡,올리브영 최대 7%할인","['쇼핑', '할인 및 적립']","국내 7천원, 해외 7천원",신규 회원 최대 100% 지급,정보 없음,https://tivan.naver.com/cac/TgURzBTdwqOu6uXAo_e6eOZ0JHIXqGN4a3udGP0ZAPxTKuWqQ0NeyIY5ojbyxmIJCI7Kj6_SHFTS01Rif1zyvf-Ns1sQeYFGKpTsvX6TEkQCxRikUl5dPX9Vlb8HQ8ON5NSrlMGupxeCX7suOu5dUW4ptFPS5nYND5x9O8OWfjI5ukpbE2juKf7OQuGP3S2FeXSgZGQ7y1Ga0bmVuXHy71P5EM595jzCGnPnOWEUGy4CRGuIfSU_jwYy2ekrvZsDjREFRg2r9eRm3v_xuSAIO7ySp2z3wNXz07g_CwUHmQOb07en5jMEiqC4sMxz19hFXlerT9Zwd7tcdjbBh1XRC6wBHeP9qC15OlZv49dgoyJmllxtGW_OvshYqJHlx0GQTpjU1Ex4DP6jOwCqiNPWj1uy6K3rsymCQGl_0IYLYOmAdr9L77_f0ebMA1UkzWICdgGL83fCe1NJawIssAN1A8kZiOKWMBcYHH0JCVuSD8g_3PrQkFpHX6srM7HZReDj?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10432/SS_10432_20241121-144910_ver.png,https://card-search.naver.com/item?cardAdId=10432
신한카드 Shopping,백화점/아울렛/대형마트 10% 할인,"['쇼핑', '할인 및 적립']","국내 2만원, 해외 2만3천원",정보 없음,정보 없음,https://tivan.naver.com/cac/Ht68plRewxs3vJjYIz0HyetdDVAkCK41VSItHeHzL_TmvA1RfhD48y7AR5fdijwxR0nTVLbdn28Ei_vZK8x40SPopIOwJz6myl8hwxjBds297XQ__OFwmSlCdH9tB2WWb3NVVJZc5-q0hjOJzCdpTxY541uINs4pZjXSw8Yp2PcHmFFu88DXnEeKMX1ra4tD5qVkSz1z2ZY_onhwMmkAEUmWv8O_3KYITUL1nikJqcSSv3NcsoojkGtUcM9hwFNRTKFz2bLrkadWl7JUsNjPA4geWj_AvzSM1tAQv9a4hqimmrQnZQ2J4-FAnNFp43C9clbzxfwb91SlJ2xZQ-LWIigzkb8su2d08yEftGD5E7o=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SH/1591/SH_1591_hor.png,https://card-search.naver.com/item?cardAdId=1591
현대카드 대한항공카드 060,연간 보너스 1천 마일리지,['항공'],"국내 6만원, 해외 6만원",정보 없음,정보 없음,https://tivan.naver.com/cac/fNXLqMOT2mH3U45Yd5GSwWFSmWS51iohsNGuaiHUVl6wCk5UtG5_vMyaU0e45Po3wzicx1j6PLBQBHCyOk9muAdJGzcrrHZJQzqZItPVZa0RywmEJMsWLXRSy6b2zZnSqvKml-HtsDgJoMN1ZzyQNcP-sbYdMTtFZizpXh7sR-nMuPeTz0WshLCvHJe6_y-sg5nw4SXckDf-EDZfXRIGOm-nSKra4sP3-oc-sMQJbnWykG1ntr8CSL-rWCikU8RGDFgzygrWX0HDESD7OvVJ9JJUzvhb05Mxn_zwW_JcWI3GZ6PpGmGvjfsjEZnI_bf-2cJS2cuUDevelz4EUtu29g==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/HD/10394/HD_10394_20240708-112815_ver.png,https://card-search.naver.com/item?cardAdId=10394
BC 바로 K-패스 카드,"대중교통, OTT 결제일 15% 할인","['교통', '할인 및 적립']","국내 6천원, 해외 6천원",정보 없음,정보 없음,https://tivan.naver.com/cac/fNXLqMOT2mH3U45Yd5GSwWFSmWS51iohsNGuaiHUVl6qSLEcq8f8aA1WI6kLiSJItmpvM2kDMHXx68B5wy3LpQgSNYZKIYSF4fiWt6ksFifH0fqR-HaxiZ8vrqm6Z4SJVAOdiOYX1QdAVB3OlC_1NhjvPLa9zxFEXxUuPkzvsc24fCZzPLgRKVy3tPSqR85THodeNge7gsMoK0HTXzPQOErxP9tisn2Tcg4QXn00ETFpDyhanDFAsGfXJU7pVFiA?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10268/BC_10268_20240424-091041_ver.png,https://card-search.naver.com/item?cardAdId=10268
롯데월드카드 (삼성카드),롯데월드 종합이용권 2인 50% 할인,['할인 및 적립'],"국내 1만원, 해외 1만원",정보 없음,정보 없음,https://tivan.naver.com/cac/cJnT7KYBhK7n3ExrnBQFPawdEY4JojOfipjtvGVmhuSv1gj8SPHKH_N7FU9ecSVDp8MAabcf0C1qgVzqySnQvxsz_4QQqS3wyxjSFSVidOL2nlHR2AnHKDPKehX65sLDIfE44y0WVlbq189oVNlDI035EWHpx0vdhPt5pGEGE5sYXgoNuJyBV9LwYj8AjNYsMi4K5GMbeC0TxrzQ-4gcMWfNKCWhKeEEex79TYdtcpIOdgKfi2-XkOmK7mv_MZAUipV-i6GSRfU1oxTnHJDwGBEzCRtM0aAPFq1jFrYJVkGNlLHJ0LDdAdJoNN8DjmJ3vmEgs3KmtuXuHyKAYA_PjfbI1LLtqJkiSrJo1VEYGCMQckweTeExV9uw8v7cxOr5B0OSlowJtHynpoaq5uF3XgdK7m6EkTF2FZ8huAZQss1icCM-MaGG-BJQ85MrFyMKOx9-X4GPcA_9Is6ryOsKboD6DzMuL_tPup1oZtpjbkA=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10100/SS_10100_20230103-174044_ver.png,https://card-search.naver.com/item?cardAdId=10100
LOCA CLASSIC (로카 클래식),전월 실적 없이 0.5% 기본 할인,['할인 및 적립'],"국내 2만원, 해외 2만원",신규 회원 최대 100% 지급,정보 없음,https://tivan.naver.com/cac/ETHa0kEYTjqm2eTfI0mMs7Y6sbPu_hrWCpRW93sF9X87pGpFw5tvruQER3MJ3FUxKcl8dGN64xKibq6JKdAWlwSLNHe5ucF2vhWdCli4s5QWjZPsF3xDBaPRq9Ei0HRcPCq61BdGFDc6QfhEy2EJkRfEVWOI9mbA2PbiYic_c0txN8gamzCS_jbeeslkyA9VYuzj5mAcgR_-mtiRbL3p9qVC6QEUX_q_DYBKgArrDMkKKWJJCyolX0A-WOPjkR9EoY3Ovfo9uSRPIhfXivoC9qTvNQR7vObpZPVgcnI7ZIkY0aLp3ZmRln-oaE866IP0k5RFqe2y5MsNGZK4vGVHemEohGORoX0Dc1L8EGNYIqmwmurFjdSfmFm23lqzTzu881qcE3b_V_2IJwYncA3l3uzupg6bEKcBwaMUH7R5GKo=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/LO/3856/LO_3856_hor.png,https://card-search.naver.com/item?cardAdId=3856
BC 바로 클리어 플러스,"넷플릭스,편의점등 일상 FLEX카드",['기타'],"국내 5천원, 해외 5천원",정보 없음,정보 없음,https://tivan.naver.com/cac/fNXLqMOT2mH3U45Yd5GSwWFSmWS51iohsNGuaiHUVl5shL2uYnXSQficWwDaYWEIUtCZmUgWSZYKviyY8tubxU_S6mZLtXZhpOYWpjsDcg3Nwi4Ap0_RNDgl530q9NF75euixXn5uXa_1gz1WwAX5Pj1BiXHsePXoUCl5lQYeWkDm4hcoC4su4NKNg9gtjIsKRraxkmtQTqXloo9YSU2k_gfN45GyaN1pRiaw2VmZ3sOqJ9FtHbIPB5YxoN5QLvj?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10169/BC_10169_20230925-133327_ver.png,https://card-search.naver.com/item?cardAdId=10169
KB국민 기후동행카드,후불 기후동행카드+생활영역 청구할인,['할인 및 적립'],국내 1만원,정보 없음,정보 없음,https://tivan.naver.com/cac/vMraHYcTvYOAcoCkgYm5cDZYXbjCHlWsjvrnHl51wnN14qrP4Lm2d7R33m9iVfFgBJe8ZcNHAP1jMRU-j9WubH89bErTGU1oBSN-8FiKAB_TGQZSglpmWPg0KuWsLByB1jy7n1e3C3S63xYloDqzIi8I5f94sBcSmImU5nzKj8ovc5HFVGCInWIb0npHlmcvy7aU72rwrdzYIGao3dVVIDON4tpUnCbhta07jnwt2rrWGI7T4VCfnv8_NghZfFAwWhJX9An06E21JV7zG1T6SOkQbYwhXgWxnr8OcHu339BJO6aNzeDfV_X-PhZq0HMEKWnhY9aJeifuBivyOf3I4cin9MTi7zex6ligvWtbmND7q3fn9vBK522Tjn1kjcMR?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/KB/10447/KB_10447_20241218-150340_hor.png,https://card-search.naver.com/item?cardAdId=10447
kt SUPER 카드,"통신 요금 최대 18,000원 할인!","['통신', '할인 및 적립']","국내 2만5천원, 해외 2만7천원",정보 없음,정보 없음,https://tivan.naver.com/cac/HRis2_-Ium32OctSSME_t7hJzvtlOFqnPOtFN158RKflFyNBUxy-aClPRdDSf7YpI68dHzDJvTA_4aitG6njFN0e6BXp6k9oaILN89Bt-cpqfp7G09MXGNPlPo5pn5o-Q7meROwTag8jimi4TuFH4dphWD-ZwRxx2Ijf2vSOMtRQMxVnZG98R-L95rTH_3LvgE_RtMThDhi8ZQcgtThHETkBH6lDRC-yAQEVn7cvQqTooepHJxXyf0vGKqvwMxfU?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10171/BC_10171_20220803-153235_ver.png,https://card-search.naver.com/item?cardAdId=10171
하나투어 삼성카드,하나투어 12/24개월 라이트할부,['기타'],"국내 2만원, 해외 2만원",정보 없음,정보 없음,https://tivan.naver.com/cac/dZsvu7mwbvreETHnir202OTrWAo5VoCzl6_BXgOAfOjXEiuSpwQ6nzeYwBE0VGO7qPy5tOcQnAmuSGJtk-PrZ5JaI8czAuXP4KM_Z74j0K2jQRPp5c1BNPHhA3Ujancoq8Rb0BIimL2rkOSlh6CTjHwZzR6FlWGKilJS74NQ1KDrBfFpcY4LhZT6L_Aq89MGHuVBHRwj7l4kAs8z0-pN94aQ9zmA0zlcreMFNwAFl2OTfHa_GspPbUgv5k-x0hRklKiuBlZcZJxWUVQuKLCWzQIinHfjQBSGpNRi4MhHhPYZbxXZNr4STgVDvrENnXH5qgfa8C2UrKcNVNRIi5nZUa6CNaBhB-XyZLRkjH-buByhIuRYmG1zuskObV5HuEQtGTmSqWdA86lo_LDO4KRRRUwNZ6wVRSCBlcwCNlk9_nUc4CwXgf5tLZxwLhUGPmNs9cYk07NTcw2ojAXbmgYkKA==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SS/10397/SS_10397_20240710-133519_ver.png,https://card-search.naver.com/item?cardAdId=10397
국민행복 삼성카드 V2,"쇼핑, 보육, 생활요금 7% 할인","['쇼핑', '할인 및 적립']","국내전용 없음, 해외겸용 없음",정보 없음,정보 없음,https://tivan.naver.com/cac/Xtf7tF_RTImQxFevOtH9WXRBjcZrleG-j7aSk-QSOaMbTkn2U8869IHaya6Fbgb77ksR5_7COt4TlzWpg7ZHbVBpPp96vegkPxh4t1EO2L_udLjOLE39BJbm0KOzMITWdDbP0HWVSK-Lbz40T4UV3DbHbA6Vv64CH71vWV9_f-mZ3aCcTkr2rNw0RaoSIjtl3Sw3enuxpxYKllT6F8tQqFwliXmNqyy9icI9pzokEoY_zotq4he-XJkBXhKg39kouti2Q4dqtOtRSS91qkFkKcYTMJSqf8ehTliMScZ5ruDnlIbGWv2isCS7msT5cPbc0T3vTYSOaejM1wd1I602K00NlvB4g55gqOeBvVNytq7l2gKvRgPCqibOgHsslq8zfMcnYXAEp1lv0wZ1dz7HNds09zsabxpopeE7mYSgCYp9uIfUxTjPQNfw0JKt6FM8S7qvqe3tqDPEAI5E_5hGmi1S_gQk9pHRJuHVsiWqfGs=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SS/4047/SS_4047_20221229-134221_hor.png,https://card-search.naver.com/item?cardAdId=4047
GOAT BC 바로카드,국내 가맹점 최대 1.5% 적립,['할인 및 적립'],"국내 1만2천원, 해외 1만2천원",정보 없음,정보 없음,https://tivan.naver.com/cac/HRis2_-Ium32OctSSME_t7hJzvtlOFqnPOtFN158RKeIhNv2TYOHuhNFWtf3hgwVRPPaOetAQdLpbsmNYmmpC90e6BXp6k9oaILN89Bt-cpqfp7G09MXGNPlPo5pn5o-Q7meROwTag8jimi4TuFH4bxVXwQiWHr0DBPFnBiFS5Woe_Zgc343KdDM08yct48i9EcH4TcvhM0KfIvT_sSDLq2zem52FFTAyED7k4UEPHC8RQealuX_aVI6r8IYAbZR-M3rvoYMyQMHoOfYl0e_Ug==?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10329/BC_10329_20240311-155036_ver.png,https://card-search.naver.com/item?cardAdId=10329
DA카드의정석Ⅱ,할인한도없이 국내외 청구할인,['할인 및 적립'],"국내 1만2천원, 해외 1만2천원",신규 회원 최대 100% 지급,정보 없음,https://tivan.naver.com/cac/rgHgmIAXRniuygF8S1DKeNLcgJDMNuaTXH6W2PVpuv6-oHo-yirSK5Uudu8rdh4DqtxXbo9hQDfsVbB8tfGRtkRQP03awMQkZR4--kIPrcqvSMIpJD4zO3dTn8dJ1aty8oCGqW46g_ZSoJkyejeAc_YLQqdh38glE86-LDSpsd3mU9k26RkIFMs7ATUSqL4QtpD8d0MhRI93OCuMbv3lE4LOj0Z3OIRP-vhi_S04lmqwABc4BH9GOFc-UaA7sl77sGENkxC-iP-RQ_80bCgAOnLjj8vkGZa5sUWAvfJyrVA4YMDZ10ts-PAYtOckyi7pq0dINn-XyE1H4TUOJoLnhCRHiLG3JeGwwK0ZMfMaHR_z3hwfzDVfZNx5-lMNiA-_1WLrRFJbcYT0jkW3fapiIjzMm1DVAnHF-wN6Qk19W49kKR3U66Ngzv9ZtvoZvUib?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/WR/10333/WR_10333_20240325-114427_ver.png,https://card-search.naver.com/item?cardAdId=10333
카드의정석 I&U+,국내가맹점 최대 1% 청구할인,['할인 및 적립'],"국내 1만2천원, 해외 1만2천원",신규 회원 최대 100% 지급,정보 없음,https://tivan.naver.com/cac/AiuN-b0AjhokZBKsfQMd14fvXWbmQKCjMsvdQ6KSwASMB_Pwoabo1Md_9iX4WZfuMcBPI69g7cM8MjwLCg1LBc_twWt5pg11sBwG2Tx5_fVKKL1SAm7aU7WZyl7oc2PcJRxkLwVupk0Uz9XmH6e7Z66ChHDK85YB_9I4ALkjRNfOBnYvuAbd4F5hrZylNN4ARW1LLnrVAQEaq6DT-iAGR-erTowPf0XhwG0UB1JiEFMEuRWjZ1dYuYevTzxOOpx1wz6zBUbE9w_aZApXceCnrjjWiRBxcWGyou4YvgTVZL_y3SU-uJ96e8lytHbqlt3vzfBfYhRpDOc9hBhmbRgU9Y2XQ8m9UUeaPp__ny-lSHl6-0wqIJ6a4QQEQ9Z3t8ifmf3OY5Mw775vQ16wpi6nh_1eD8pcRqfC9wL1r2Zw6nmqcPwON5xNVU1Y_lxT0hS-?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/WR/10348/WR_10348_20240417-111454_ver.png,https://card-search.naver.com/item?cardAdId=10348
신세계 신한카드,신세계백화점/이마트 5%할인카드,"['쇼핑', '할인 및 적립']","국내 1만2천원, 해외 1만5천원",정보 없음,정보 없음,https://tivan.naver.com/cac/9-FVx-R02P_A3zw5BlYstDKcoJ2bVLXM9NEpiOrEPA-aWFQrcZBhg2wbkggFH_TMA6I55fE-cfTYfc2WKpv8_EJ4sDIqY1lPeQAtT73sPnSE9W3iKaw2MV9RjLuQDTWdOHE3w308KrMCssqT4TzgbKprybVOlCEbW1yIaUh_DFUOqSM9wk42r2xMydpZNjNei4lZ4_00PeHjtrtaE-d_UEDk7eVC_YYbAkR3UsXyCysLi4E3H5xqA-wPZyMV5EE_olpEmYdUsLs6PSSC6mamAKNFFtmpghhAlsWSJGhDng8mTB2Xapbdi_wd3wU3vBLfPghZUNXVB4JqFsKswRCoxD2yd1TJA1kKrDYU04w0DJk=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/SH/1773/SH_1773_hor.png,https://card-search.naver.com/item?cardAdId=1773
BC 바로 기후동행카드,대중교통 15% 결제일 할인,"['교통', '할인 및 적립']","국내 7천원, 해외겸용 없음",정보 없음,정보 없음,https://tivan.naver.com/cac/HRis2_-Ium32OctSSME_t7hJzvtlOFqnPOtFN158RKfMDJOSAyRFRbp3UN2hxHylaqk5oJHXMj4IoviAdm0bniN2I-3rSTaasz8pdESU4MYnWDCUbl0kncafLt3IdidmRvdRms5TgVtEP1bKPCSmzygOt4EJjXC9iItc8bnD75OBsNGCwf65FWXlWTae617QYzkt4JOOSCLqk3Dt6RHLB_7OUVdoCHSupXuUVbRK-hJTZHbYUynib_Dqk4cpW_K4qjgaWyI3Vc_E17ex6NE6nB69wnnhUSHTEkaa9HNmgWY=?ce=register,https://vertical.pstatic.net/vertical-cardad/creatives/BC/10440/BC_10440_20241126-145221_ver.png,https://card-search.naver.com/item?cardAdId=10440
